[0] Conv2D,4717884,4,6,13,24,19
[1] BatchNorm2D,4725814,0,0,0,0,0
[2] DepthConv,4725904,0,0,0,0,0
[3] BatchNorm2D,4726219,0,0,0,0,0
[4] Relu6,4727312,0,0,0,0,0
[5] TensorAdd,4727643,0,0,0,0,0
