[0] Conv2D,4717542,4,5,12,23,21
[1] BatchNorm2D,4725448,0,0,0,0,0
[2] DepthConv,4725541,0,0,0,0,0
[3] BatchNorm2D,4725853,0,0,0,0,0
[4] Relu6,4726948,0,0,0,0,0
[5] TensorAdd,4727282,0,0,0,0,0
