[0] Conv2D,4717917,3,6,12,24,17
[1] BatchNorm2D,4725816,0,0,0,0,0
[2] DepthConv,4725912,0,0,0,0,0
[3] BatchNorm2D,4726228,0,0,0,0,0
[4] Relu6,4727308,0,0,0,0,0
[5] TensorAdd,4727644,0,0,0,0,0
