[0] Conv2D,4717684,4,5,12,22,19
[1] BatchNorm2D,4725614,0,0,0,0,0
[2] DepthConv,4725704,0,0,0,0,0
[3] BatchNorm2D,4726016,0,0,0,0,0
[4] Relu6,4727105,0,0,0,0,0
[5] TensorAdd,4727438,0,0,0,0,0
