4717542,Conv2D,54,hit
4723767,GEMM(MInner),50,hit
4723770,GEMM(Kloop),50,hit
4723770,GEMM(Nloop),56,hit
4723770,GEMM(Mouter),54,hit
4723770,#GEMMS,50,hit
4723775,GEMM(Kloop),50,hit
4723775,GEMM(Mouter),54,hit
4723781,GEMM(Kloop),48,hit
4723781,GEMM(Nloop),56,hit
4723781,GEMM(Mouter),54,hit
4723784,GEMM(MInner),50,hit
4723787,GEMM(MInner),48,hit
4723787,GEMM(Kloop),48,hit
4723787,GEMM(Nloop),56,hit
4723790,GEMM(MInner),52,hit
4723790,GEMM(Nloop),56,hit
4723793,GEMM(MInner),50,hit
4723793,GEMM(Nloop),54,hit
4723796,GEMM(MInner),48,hit
4723796,GEMM(Nloop),54,hit
4723799,GEMM(Kloop),50,hit
4723799,GEMM(Nloop),56,hit
4724291,#GEMMS,48,hit
4724297,GEMM(Kloop),48,hit
4724297,GEMM(Nloop),54,hit
4724297,GEMM(Mouter),54,hit
4724300,GEMM(MInner),50,hit
4724303,GEMM(MInner),50,hit
4724303,GEMM(Kloop),48,hit
4724303,GEMM(Nloop),54,hit
4724306,GEMM(MInner),52,hit
4724306,GEMM(Nloop),58,hit
4724309,GEMM(MInner),50,hit
4724309,GEMM(Nloop),54,hit
4724312,GEMM(MInner),54,hit
4724312,GEMM(Kloop),50,hit
4724312,GEMM(Nloop),56,hit
4724765,#GEMMS,48,hit
4724771,GEMM(MInner),52,hit
4724771,GEMM(Kloop),48,hit
4724771,GEMM(Nloop),56,hit
4724774,GEMM(MInner),52,hit
4724774,GEMM(Nloop),56,hit
4724777,GEMM(MInner),50,hit
4724777,GEMM(Nloop),54,hit
4724780,GEMM(MInner),50,hit
4724780,GEMM(Nloop),56,hit
4724783,GEMM(MInner),50,hit
4724783,GEMM(Nloop),54,hit
4724786,GEMM(Kloop),50,hit
4724786,GEMM(Nloop),58,hit
4725212,GEMM(MInner),50,hit
4725212,GEMM(Kloop),50,hit
4725212,GEMM(Nloop),58,hit
4725212,GEMM(Mouter),52,hit
4725212,#GEMMS,48,hit
4725214,GEMM(MInner),50,hit
4725214,GEMM(Nloop),54,hit
4725217,GEMM(MInner),52,hit
4725217,GEMM(Nloop),56,hit
4725220,GEMM(MInner),50,hit
4725220,GEMM(Nloop),56,hit
4725223,GEMM(MInner),50,hit
4725223,GEMM(Kloop),48,hit
4725223,GEMM(Nloop),54,hit
4725448,BatchNorm2D,54,hit
4725457,BatchNorm2D,52,hit
4725541,DepthConv,50,hit
4725544,DepthConv,50,hit
4725547,DepthConv,48,hit
4725550,DepthConv,50,hit
4725796,DepthConv,50,hit
4725799,DepthConv,50,hit
4725853,BatchNorm2D,48,hit
4725901,BatchNorm2D,52,hit
4725904,BatchNorm2D,52,hit
4726885,BatchNorm2D,48,hit
4726948,Relu6,54,hit
4727282,TensorAdd,58,hit
4727312,TensorAdd,56,hit
