4717917,Conv2D,54,hit
4724147,GEMM(Kloop),48,hit
4724147,GEMM(Nloop),56,hit
4724147,GEMM(Mouter),54,hit
4724147,#GEMMS,48,hit
4724153,GEMM(Mouter),54,hit
4724156,GEMM(Kloop),50,hit
4724159,GEMM(Kloop),48,hit
4724159,GEMM(Nloop),56,hit
4724159,GEMM(Mouter),54,hit
4724162,GEMM(Nloop),54,hit
4724165,GEMM(MInner),50,hit
4724165,GEMM(Kloop),52,hit
4724165,GEMM(Nloop),56,hit
4724168,GEMM(MInner),50,hit
4724168,GEMM(Nloop),52,hit
4724171,GEMM(MInner),50,hit
4724171,GEMM(Nloop),54,hit
4724174,GEMM(MInner),52,hit
4724174,GEMM(Nloop),56,hit
4724177,GEMM(Kloop),48,hit
4724177,GEMM(Nloop),56,hit
4724666,GEMM(Kloop),48,hit
4724666,GEMM(Nloop),54,hit
4724666,GEMM(Mouter),56,hit
4724669,GEMM(Nloop),54,hit
4724672,GEMM(MInner),56,hit
4724672,GEMM(Kloop),50,hit
4724672,GEMM(Nloop),56,hit
4724675,GEMM(MInner),52,hit
4724675,GEMM(Nloop),56,hit
4724678,GEMM(MInner),50,hit
4724678,GEMM(Nloop),54,hit
4724681,GEMM(MInner),52,hit
4724681,GEMM(Nloop),56,hit
4724684,GEMM(Kloop),48,hit
4724684,GEMM(Nloop),56,hit
4725131,#GEMMS,50,hit
4725134,GEMM(MInner),50,hit
4725134,GEMM(Kloop),48,hit
4725134,GEMM(Nloop),54,hit
4725134,GEMM(Mouter),56,hit
4725137,GEMM(MInner),50,hit
4725137,GEMM(Nloop),54,hit
4725140,GEMM(MInner),50,hit
4725140,GEMM(Nloop),54,hit
4725143,GEMM(MInner),52,hit
4725143,GEMM(Nloop),56,hit
4725146,GEMM(Kloop),48,hit
4725573,#GEMMS,48,hit
4725576,GEMM(Kloop),50,hit
4725576,GEMM(Nloop),54,hit
4725576,GEMM(Mouter),50,hit
4725579,GEMM(MInner),52,hit
4725582,GEMM(MInner),52,hit
4725582,GEMM(Nloop),58,hit
4725585,GEMM(MInner),52,hit
4725585,GEMM(Nloop),58,hit
4725588,GEMM(MInner),50,hit
4725588,GEMM(Nloop),54,hit
4725591,GEMM(MInner),56,hit
4725591,GEMM(Kloop),50,hit
4725591,GEMM(Nloop),56,hit
4725816,BatchNorm2D,56,hit
4725822,BatchNorm2D,56,hit
4725912,DepthConv,48,hit
4725915,DepthConv,48,hit
4725931,DepthConv,50,hit
4726168,DepthConv,52,hit
4726171,DepthConv,50,hit
4726228,BatchNorm2D,52,hit
4726279,BatchNorm2D,50,hit
4727308,Relu6,54,hit
4727644,TensorAdd,56,hit
