4717684,Conv2D,54,hit
4723937,#GEMMS,50,hit
4723940,GEMM(Kloop),48,hit
4723940,GEMM(Nloop),54,hit
4723946,GEMM(Kloop),48,hit
4723946,GEMM(Mouter),54,hit
4723949,GEMM(Kloop),48,hit
4723949,GEMM(Nloop),54,hit
4723949,GEMM(Mouter),56,hit
4723955,GEMM(MInner),50,hit
4723955,GEMM(Kloop),48,hit
4723955,GEMM(Nloop),54,hit
4723958,GEMM(MInner),50,hit
4723958,GEMM(Nloop),54,hit
4723961,GEMM(MInner),50,hit
4723961,GEMM(Nloop),54,hit
4723964,GEMM(MInner),52,hit
4723964,GEMM(Nloop),60,hit
4723967,GEMM(MInner),52,hit
4723967,GEMM(Kloop),48,hit
4723967,GEMM(Nloop),54,hit
4724459,GEMM(Nloop),54,hit
4724459,GEMM(Mouter),56,hit
4724459,#GEMMS,50,hit
4724462,GEMM(MInner),50,hit
4724462,GEMM(Kloop),48,hit
4724462,GEMM(Nloop),56,hit
4724465,GEMM(MInner),52,hit
4724465,GEMM(Nloop),54,hit
4724468,GEMM(MInner),50,hit
4724468,GEMM(Nloop),54,hit
4724471,GEMM(MInner),50,hit
4724471,GEMM(Nloop),56,hit
4724474,GEMM(Kloop),50,hit
4724924,#GEMMS,48,hit
4724927,GEMM(Kloop),48,hit
4724927,GEMM(Nloop),54,hit
4724927,GEMM(Mouter),56,hit
4724930,GEMM(MInner),50,hit
4724933,GEMM(MInner),52,hit
4724936,GEMM(MInner),50,hit
4724936,GEMM(Kloop),50,hit
4724936,GEMM(Nloop),54,hit
4724939,GEMM(MInner),50,hit
4724939,GEMM(Nloop),54,hit
4724942,GEMM(MInner),50,hit
4724942,GEMM(Nloop),56,hit
4724945,GEMM(MInner),50,hit
4724945,GEMM(Kloop),48,hit
4724945,GEMM(Nloop),54,hit
4725374,#GEMMS,48,hit
4725377,GEMM(Kloop),52,hit
4725377,GEMM(Nloop),54,hit
4725377,GEMM(Mouter),54,hit
4725380,GEMM(MInner),50,hit
4725383,GEMM(MInner),52,hit
4725383,GEMM(Nloop),54,hit
4725386,GEMM(MInner),50,hit
4725386,GEMM(Nloop),54,hit
4725389,GEMM(MInner),50,hit
4725389,GEMM(Nloop),54,hit
4725392,GEMM(Kloop),48,hit
4725392,GEMM(Nloop),56,hit
4725614,BatchNorm2D,54,hit
4725623,BatchNorm2D,54,hit
4725704,DepthConv,52,hit
4725710,DepthConv,48,hit
4725713,DepthConv,50,hit
4725716,DepthConv,48,hit
4725722,DepthConv,52,hit
4725956,DepthConv,50,hit
4726016,BatchNorm2D,48,hit
4726064,BatchNorm2D,50,hit
4727105,Relu6,56,hit
4727438,TensorAdd,58,hit
4727468,TensorAdd,54,hit
