4717884,Conv2D,54,hit
4724132,GEMM(MInner),52,hit
4724132,#GEMMS,48,hit
4724135,GEMM(Kloop),48,hit
4724135,GEMM(Nloop),58,hit
4724135,GEMM(Mouter),58,hit
4724141,GEMM(Kloop),50,hit
4724141,GEMM(Mouter),54,hit
4724144,GEMM(Kloop),50,hit
4724144,GEMM(Nloop),58,hit
4724144,GEMM(Mouter),52,hit
4724150,GEMM(MInner),52,hit
4724150,GEMM(Kloop),48,hit
4724150,GEMM(Nloop),56,hit
4724153,GEMM(MInner),50,hit
4724153,GEMM(Nloop),54,hit
4724156,GEMM(MInner),50,hit
4724156,GEMM(Nloop),56,hit
4724159,GEMM(MInner),52,hit
4724159,GEMM(Nloop),56,hit
4724162,GEMM(MInner),52,hit
4724162,GEMM(Kloop),50,hit
4724162,GEMM(Nloop),56,hit
4724660,#GEMMS,46,hit
4724663,GEMM(Kloop),50,hit
4724663,GEMM(Nloop),56,hit
4724663,GEMM(Mouter),52,hit
4724669,GEMM(MInner),50,hit
4724669,GEMM(Nloop),54,hit
4724672,GEMM(MInner),52,hit
4724672,GEMM(Kloop),50,hit
4724672,GEMM(Nloop),56,hit
4724675,GEMM(MInner),46,hit
4724675,GEMM(Nloop),54,hit
4724678,GEMM(MInner),50,hit
4724678,GEMM(Nloop),54,hit
4724681,GEMM(MInner),48,hit
4724681,GEMM(Kloop),48,hit
4724681,GEMM(Nloop),56,hit
4725131,#GEMMS,48,hit
4725137,GEMM(Kloop),48,hit
4725137,GEMM(Nloop),54,hit
4725137,GEMM(Mouter),56,hit
4725140,GEMM(MInner),50,hit
4725140,GEMM(Nloop),54,hit
4725143,GEMM(MInner),54,hit
4725143,GEMM(Nloop),54,hit
4725146,GEMM(MInner),52,hit
4725146,GEMM(Nloop),58,hit
4725149,GEMM(MInner),52,hit
4725149,GEMM(Nloop),54,hit
4725152,GEMM(Kloop),50,hit
4725152,GEMM(Nloop),56,hit
4725578,GEMM(Kloop),50,hit
4725578,GEMM(Nloop),56,hit
4725578,GEMM(Mouter),58,hit
4725578,#GEMMS,50,hit
4725580,GEMM(MInner),50,hit
4725580,GEMM(Kloop),48,hit
4725580,GEMM(Nloop),56,hit
4725583,GEMM(MInner),48,hit
4725583,GEMM(Nloop),54,hit
4725586,GEMM(MInner),50,hit
4725586,GEMM(Nloop),56,hit
4725589,GEMM(MInner),50,hit
4725589,GEMM(Kloop),48,hit
4725589,GEMM(Nloop),56,hit
4725814,BatchNorm2D,56,hit
4725826,BatchNorm2D,58,hit
4725904,DepthConv,52,hit
4725913,DepthConv,50,hit
4726159,DepthConv,52,hit
4726219,BatchNorm2D,48,hit
4726267,BatchNorm2D,48,hit
4727312,Relu6,54,hit
4727643,TensorAdd,54,hit
4727664,TensorAdd,54,hit
4727667,TensorAdd,58,hit
4727676,TensorAdd,54,hit
