880078449813686,2413390,Conv2d,52,hit
880078450897388,46263,SGEMM (conv),52,hit
880078451097388,46264,SGEMM (itcopy),60,hit
880078451097388,46264,SGEMM (oncopy),54,hit
880078451097388,46264,SGEMM (kernel),48,hit
880078451297388,46265,SGEMM (oncopy),56,hit
880078451297388,46265,SGEMM (kernel),48,hit
880078451497388,46266,SGEMM (kernel),50,hit
880078451777686,2414372,BatchNorm2d,48,hit
880078452437686,2414702,BatchNorm2d,52,hit
880078453147686,2415057,Conv2d,52,hit
880078453497388,46276,SGEMM (conv),50,hit
880078453497388,46276,SGEMM (itcopy),56,hit
880078453497388,46276,SGEMM (oncopy),56,hit
880078453497388,46276,SGEMM (kernel),48,hit
880078453515686,2415241,Conv2d,50,hit
880078453697388,46277,SGEMM (itcopy),56,hit
880078453697388,46277,SGEMM (oncopy),54,hit
880078453697388,46277,SGEMM (kernel),46,hit
880078453843686,2415405,Conv2d,52,hit
880078453897388,46278,SGEMM (conv),48,hit
880078453897388,46278,SGEMM (itcopy),58,hit
880078453897388,46278,SGEMM (oncopy),54,hit
880078453897388,46278,SGEMM (kernel),50,hit
880078454163686,2415565,Conv2d,52,hit
880078454297388,46280,SGEMM (conv),50,hit
880078454297388,46280,SGEMM (itcopy),56,hit
880078454297388,46280,SGEMM (oncopy),56,hit
880078454297388,46280,SGEMM (kernel),48,hit
880078454479686,2415723,Conv2d,52,hit
880078454497388,46281,SGEMM (conv),48,hit
880078454497388,46281,SGEMM (itcopy),58,hit
880078454497388,46281,SGEMM (oncopy),54,hit
880078454497388,46281,SGEMM (kernel),48,hit
880078454697388,46282,SGEMM (oncopy),56,hit
880078454697388,46282,SGEMM (kernel),46,hit
880078454787686,2415877,Conv2d,50,hit
880078454897388,46283,SGEMM (conv),48,hit
880078454897388,46283,SGEMM (itcopy),56,hit
880078454897388,46283,SGEMM (oncopy),58,hit
880078454897388,46283,SGEMM (kernel),50,hit
880078455095686,2416031,Conv2d,52,hit
880078455297388,46285,SGEMM (conv),54,hit
880078455297388,46285,SGEMM (itcopy),58,hit
880078455297388,46285,SGEMM (oncopy),54,hit
880078455297388,46285,SGEMM (kernel),48,hit
880078455407686,2416187,Conv2d,48,hit
880078455497388,46286,SGEMM (conv),50,hit
880078455497388,46286,SGEMM (itcopy),56,hit
880078455497388,46286,SGEMM (oncopy),56,hit
880078455497388,46286,SGEMM (kernel),46,hit
880078455707686,2416337,Conv2d,140,hit
880078455897388,46288,SGEMM (conv),48,hit
880078455897388,46288,SGEMM (itcopy),58,hit
880078455897388,46288,SGEMM (oncopy),54,hit
880078455897388,46288,SGEMM (kernel),48,hit
880078456007686,2416487,Conv2d,54,hit
880078456097388,46289,SGEMM (conv),50,hit
880078456097388,46289,SGEMM (itcopy),58,hit
880078456097388,46289,SGEMM (oncopy),54,hit
880078456097388,46289,SGEMM (kernel),48,hit
880078456497388,46291,SGEMM (conv),52,hit
880078456497388,46291,SGEMM (itcopy),58,hit
880078456497388,46291,SGEMM (oncopy),54,hit
880078456497388,46291,SGEMM (kernel),48,hit
880078456785686,2416876,BatchNorm2d,50,hit
880078457129686,2417048,BatchNorm2d,72,hit
880078457421686,2417194,ReLU6 (inplace),54,hit
880078457839686,2417403,add,54,hit
880078457855686,2417411,add,52,hit
880078457863686,2417415,add,54,hit
880078457965686,2417466,add,148,hit
