879694852230076,2387589,Conv2d,50,hit
879694852266076,2387607,Conv2d,50,hit
879694852330076,2387639,Conv2d,50,hit
879694853440820,46264,SGEMM (conv),50,hit
879694853440820,46264,SGEMM (itcopy),56,hit
879694853440820,46264,SGEMM (oncopy),54,hit
879694853640820,46265,SGEMM (itcopy),58,hit
879694853640820,46265,SGEMM (oncopy),56,hit
879694853640820,46265,SGEMM (kernel),48,hit
879694853840820,46266,SGEMM (kernel),46,hit
879694854230076,2388589,BatchNorm2d,50,hit
879694854242076,2388595,BatchNorm2d,52,hit
879694854250076,2388599,BatchNorm2d,50,hit
879694854278076,2388613,BatchNorm2d,50,hit
879694854314076,2388631,BatchNorm2d,50,hit
879694855600076,2389274,Conv2d,50,hit
879694855960076,2389454,Conv2d,56,hit
879694856040820,46277,SGEMM (conv),48,hit
879694856040820,46277,SGEMM (itcopy),56,hit
879694856040820,46277,SGEMM (oncopy),56,hit
879694856040820,46277,SGEMM (kernel),50,hit
879694856440820,46279,SGEMM (conv),52,hit
879694856440820,46279,SGEMM (itcopy),56,hit
879694856440820,46279,SGEMM (oncopy),54,hit
879694856440820,46279,SGEMM (kernel),48,hit
879694856604076,2389776,Conv2d,50,hit
879694856640820,46280,SGEMM (conv),52,hit
879694856640820,46280,SGEMM (itcopy),58,hit
879694856640820,46280,SGEMM (oncopy),54,hit
879694856640820,46280,SGEMM (kernel),46,hit
879694857040820,46282,SGEMM (conv),52,hit
879694857040820,46282,SGEMM (itcopy),56,hit
879694857040820,46282,SGEMM (oncopy),54,hit
879694857040820,46282,SGEMM (kernel),48,hit
879694857224076,2390086,Conv2d,52,hit
879694857240820,46283,SGEMM (conv),50,hit
879694857240820,46283,SGEMM (itcopy),56,hit
879694857240820,46283,SGEMM (oncopy),54,hit
879694857240820,46283,SGEMM (kernel),48,hit
879694857536076,2390242,Conv2d,50,hit
879694857640820,46285,SGEMM (conv),50,hit
879694857640820,46285,SGEMM (itcopy),56,hit
879694857640820,46285,SGEMM (oncopy),54,hit
879694857640820,46285,SGEMM (kernel),48,hit
879694858040820,46287,SGEMM (conv),50,hit
879694858040820,46287,SGEMM (itcopy),56,hit
879694858040820,46287,SGEMM (oncopy),58,hit
879694858040820,46287,SGEMM (kernel),48,hit
879694858156076,2390552,Conv2d,52,hit
879694858240820,46288,SGEMM (conv),50,hit
879694858240820,46288,SGEMM (itcopy),56,hit
879694858240820,46288,SGEMM (oncopy),56,hit
879694858240820,46288,SGEMM (kernel),50,hit
879694858456076,2390702,Conv2d,54,hit
879694858640820,46290,SGEMM (conv),52,hit
879694858640820,46290,SGEMM (itcopy),56,hit
879694858640820,46290,SGEMM (oncopy),54,hit
879694858640820,46290,SGEMM (kernel),48,hit
879694858840820,46291,SGEMM (conv),50,hit
879694858840820,46291,SGEMM (itcopy),56,hit
879694858840820,46291,SGEMM (oncopy),56,hit
879694858840820,46291,SGEMM (kernel),50,hit
879694859268076,2391108,BatchNorm2d,52,hit
879694859880076,2391414,ReLU6 (inplace),58,hit
879694860270076,2391609,add,52,hit
879694860278076,2391613,add,62,hit
879694860402076,2391675,add,52,hit
