879749685125656,2418379,Conv2d,52,hit
879749685157656,2418395,Conv2d,50,hit
879749685161656,2418397,Conv2d,50,hit
879749686271858,46263,SGEMM (conv),50,hit
879749686271858,46263,SGEMM (itcopy),54,hit
879749686471858,46264,SGEMM (itcopy),56,hit
879749686471858,46264,SGEMM (oncopy),58,hit
879749686471858,46264,SGEMM (kernel),50,hit
879749686671858,46265,SGEMM (kernel),46,hit
879749687073656,2419353,BatchNorm2d,50,hit
879749687105656,2419369,BatchNorm2d,50,hit
879749687271858,46268,SGEMM (oncopy),56,hit
879749687739656,2419686,BatchNorm2d,48,hit
879749688427656,2420030,Conv2d,52,hit
879749688791656,2420212,Conv2d,52,hit
879749688871858,46276,SGEMM (conv),52,hit
879749688871858,46276,SGEMM (itcopy),56,hit
879749688871858,46276,SGEMM (oncopy),56,hit
879749688871858,46276,SGEMM (kernel),48,hit
879749689071858,46277,SGEMM (itcopy),56,hit
879749689071858,46277,SGEMM (kernel),48,hit
879749689123656,2420378,Conv2d,50,hit
879749689271858,46278,SGEMM (conv),54,hit
879749689271858,46278,SGEMM (itcopy),56,hit
879749689271858,46278,SGEMM (oncopy),54,hit
879749689271858,46278,SGEMM (kernel),48,hit
879749689435656,2420534,Conv2d,48,hit
879749689471858,46279,SGEMM (conv),50,hit
879749689471858,46279,SGEMM (itcopy),60,hit
879749689471858,46279,SGEMM (oncopy),54,hit
879749689471858,46279,SGEMM (kernel),48,hit
879749689671858,46280,SGEMM (itcopy),56,hit
879749689671858,46280,SGEMM (kernel),50,hit
879749689747656,2420690,Conv2d,50,hit
879749689871858,46281,SGEMM (conv),50,hit
879749689871858,46281,SGEMM (itcopy),56,hit
879749689871858,46281,SGEMM (oncopy),54,hit
879749689871858,46281,SGEMM (kernel),50,hit
879749690063656,2420848,Conv2d,52,hit
879749690071858,46282,SGEMM (conv),50,hit
879749690071858,46282,SGEMM (itcopy),60,hit
879749690071858,46282,SGEMM (kernel),46,hit
879749690271858,46283,SGEMM (itcopy),56,hit
879749690271858,46283,SGEMM (oncopy),58,hit
879749690271858,46283,SGEMM (kernel),48,hit
879749690375656,2421004,Conv2d,50,hit
879749690471858,46284,SGEMM (conv),50,hit
879749690471858,46284,SGEMM (itcopy),56,hit
879749690471858,46284,SGEMM (oncopy),56,hit
879749690471858,46284,SGEMM (kernel),48,hit
879749690671858,46285,SGEMM (kernel),48,hit
879749690687656,2421160,Conv2d,52,hit
879749690871858,46286,SGEMM (conv),48,hit
879749690871858,46286,SGEMM (itcopy),56,hit
879749690871858,46286,SGEMM (oncopy),56,hit
879749690871858,46286,SGEMM (kernel),46,hit
879749691071858,46287,SGEMM (conv),50,hit
879749691071858,46287,SGEMM (itcopy),56,hit
879749691071858,46287,SGEMM (oncopy),54,hit
879749691071858,46287,SGEMM (kernel),48,hit
879749691271858,46288,SGEMM (kernel),48,hit
879749691307656,2421470,Conv2d,50,hit
879749691471858,46289,SGEMM (conv),48,hit
879749691471858,46289,SGEMM (itcopy),56,hit
879749691471858,46289,SGEMM (oncopy),56,hit
879749691471858,46289,SGEMM (kernel),52,hit
879749691671858,46290,SGEMM (conv),54,hit
879749691671858,46290,SGEMM (itcopy),56,hit
879749691671858,46290,SGEMM (oncopy),54,hit
879749691671858,46290,SGEMM (kernel),48,hit
879749691871858,46291,SGEMM (itcopy),56,hit
879749691871858,46291,SGEMM (oncopy),54,hit
879749692031656,2421832,BatchNorm2d,48,hit
879749692693656,2422163,ReLU6 (inplace),54,hit
879749693113656,2422373,add,50,hit
879749693117656,2422375,add,54,hit
879749693137656,2422385,add,54,hit
879749693141656,2422387,add,52,hit
879749693145656,2422389,add,62,hit
879749693241656,2422437,add,62,hit
