879859339242402,2416384,Conv2d,50,hit
879859339280402,2416403,Conv2d,50,hit
879859340356766,46263,SGEMM (conv),48,hit
879859340356766,46263,SGEMM (itcopy),56,hit
879859340556766,46264,SGEMM (itcopy),56,hit
879859340556766,46264,SGEMM (oncopy),54,hit
879859340556766,46264,SGEMM (kernel),48,hit
879859340756766,46265,SGEMM (itcopy),56,hit
879859340756766,46265,SGEMM (oncopy),56,hit
879859340756766,46265,SGEMM (kernel),48,hit
879859340956766,46266,SGEMM (itcopy),56,hit
879859341234402,2417380,BatchNorm2d,48,hit
879859341250402,2417388,BatchNorm2d,50,hit
879859342586402,2418056,Conv2d,52,hit
879859342950402,2418238,Conv2d,50,hit
879859342956766,46276,SGEMM (conv),48,hit
879859342956766,46276,SGEMM (itcopy),56,hit
879859342956766,46276,SGEMM (oncopy),56,hit
879859342956766,46276,SGEMM (kernel),54,hit
879859343156766,46277,SGEMM (kernel),52,hit
879859343278402,2418402,Conv2d,52,hit
879859343356766,46278,SGEMM (conv),50,hit
879859343356766,46278,SGEMM (itcopy),56,hit
879859343356766,46278,SGEMM (oncopy),56,hit
879859343356766,46278,SGEMM (kernel),50,hit
879859343590402,2418558,Conv2d,50,hit
879859343756766,46280,SGEMM (conv),50,hit
879859343756766,46280,SGEMM (itcopy),56,hit
879859343756766,46280,SGEMM (oncopy),54,hit
879859343756766,46280,SGEMM (kernel),48,hit
879859343894402,2418710,Conv2d,50,hit
879859343956766,46281,SGEMM (conv),50,hit
879859343956766,46281,SGEMM (itcopy),56,hit
879859343956766,46281,SGEMM (oncopy),54,hit
879859343956766,46281,SGEMM (kernel),50,hit
879859344206402,2418866,Conv2d,52,hit
879859344356766,46283,SGEMM (conv),48,hit
879859344356766,46283,SGEMM (itcopy),58,hit
879859344356766,46283,SGEMM (oncopy),56,hit
879859344356766,46283,SGEMM (kernel),50,hit
879859344556766,46284,SGEMM (conv),46,hit
879859344556766,46284,SGEMM (itcopy),58,hit
879859344556766,46284,SGEMM (oncopy),56,hit
879859344556766,46284,SGEMM (kernel),50,hit
879859344572402,2419049,Conv2d,50,hit
879859344576402,2419051,Conv2d,66,hit
879859344888402,2419207,Conv2d,52,hit
879859344892402,2419209,Conv2d,52,hit
879859344956766,46286,SGEMM (conv),50,hit
879859344956766,46286,SGEMM (itcopy),54,hit
879859344956766,46286,SGEMM (oncopy),56,hit
879859344956766,46286,SGEMM (kernel),48,hit
879859345356766,46288,SGEMM (conv),52,hit
879859345356766,46288,SGEMM (itcopy),58,hit
879859345356766,46288,SGEMM (oncopy),54,hit
879859345356766,46288,SGEMM (kernel),48,hit
879859345500402,2419513,Conv2d,50,hit
879859345504402,2419515,Conv2d,52,hit
879859345556766,46289,SGEMM (conv),50,hit
879859345556766,46289,SGEMM (itcopy),58,hit
879859345556766,46289,SGEMM (oncopy),54,hit
879859345556766,46289,SGEMM (kernel),50,hit
879859345956766,46291,SGEMM (conv),50,hit
879859345956766,46291,SGEMM (itcopy),56,hit
879859345956766,46291,SGEMM (oncopy),56,hit
879859345956766,46291,SGEMM (kernel),50,hit
879859346230402,2419878,BatchNorm2d,48,hit
879859346854402,2420190,ReLU6 (inplace),56,hit
879859347330402,2420428,add,62,hit
