880133230260840,2414653,Conv2d,50,hit
880133230300840,2414673,Conv2d,52,hit
880133231491186,46263,SGEMM (conv),50,hit
880133231491186,46263,SGEMM (itcopy),56,hit
880133231691186,46264,SGEMM (itcopy),56,hit
880133231691186,46264,SGEMM (oncopy),54,hit
880133231691186,46264,SGEMM (kernel),48,hit
880133231891186,46265,SGEMM (itcopy),56,hit
880133231891186,46265,SGEMM (oncopy),56,hit
880133231891186,46265,SGEMM (kernel),46,hit
880133232360840,2415703,BatchNorm2d,50,hit
880133232376840,2415711,BatchNorm2d,48,hit
880133232962840,2416004,BatchNorm2d,48,hit
880133233034840,2416040,BatchNorm2d,50,hit
880133233746840,2416396,Conv2d,48,hit
880133234110840,2416578,Conv2d,50,hit
880133234291186,46277,SGEMM (conv),48,hit
880133234291186,46277,SGEMM (itcopy),56,hit
880133234291186,46277,SGEMM (oncopy),52,hit
880133234291186,46277,SGEMM (kernel),50,hit
880133234438840,2416742,Conv2d,50,hit
880133234491186,46278,SGEMM (conv),52,hit
880133234491186,46278,SGEMM (itcopy),56,hit
880133234491186,46278,SGEMM (oncopy),56,hit
880133234491186,46278,SGEMM (kernel),48,hit
880133234750840,2416898,Conv2d,52,hit
880133234891186,46280,SGEMM (conv),50,hit
880133234891186,46280,SGEMM (itcopy),56,hit
880133234891186,46280,SGEMM (oncopy),56,hit
880133234891186,46280,SGEMM (kernel),50,hit
880133235062840,2417054,Conv2d,52,hit
880133235091186,46281,SGEMM (conv),48,hit
880133235091186,46281,SGEMM (itcopy),58,hit
880133235091186,46281,SGEMM (oncopy),54,hit
880133235091186,46281,SGEMM (kernel),46,hit
880133235370840,2417208,Conv2d,54,hit
880133235491186,46283,SGEMM (conv),54,hit
880133235491186,46283,SGEMM (itcopy),56,hit
880133235491186,46283,SGEMM (oncopy),54,hit
880133235491186,46283,SGEMM (kernel),46,hit
880133235674840,2417360,Conv2d,50,hit
880133235691186,46284,SGEMM (conv),50,hit
880133235691186,46284,SGEMM (itcopy),56,hit
880133235691186,46284,SGEMM (oncopy),56,hit
880133235691186,46284,SGEMM (kernel),48,hit
880133235982840,2417514,Conv2d,54,hit
880133236091186,46286,SGEMM (conv),52,hit
880133236091186,46286,SGEMM (itcopy),56,hit
880133236091186,46286,SGEMM (oncopy),54,hit
880133236091186,46286,SGEMM (kernel),48,hit
880133236286840,2417666,Conv2d,52,hit
880133236491186,46288,SGEMM (conv),50,hit
880133236491186,46288,SGEMM (itcopy),58,hit
880133236491186,46288,SGEMM (oncopy),54,hit
880133236491186,46288,SGEMM (kernel),46,hit
880133236586840,2417816,Conv2d,52,hit
880133236691186,46289,SGEMM (conv),50,hit
880133236691186,46289,SGEMM (itcopy),58,hit
880133236691186,46289,SGEMM (oncopy),58,hit
880133236691186,46289,SGEMM (kernel),48,hit
880133237091186,46291,SGEMM (conv),48,hit
880133237091186,46291,SGEMM (itcopy),56,hit
880133237091186,46291,SGEMM (oncopy),54,hit
880133237091186,46291,SGEMM (kernel),52,hit
880133237291186,46292,SGEMM (kernel),50,hit
880133237322840,2418184,BatchNorm2d,50,hit
880133237938840,2418492,ReLU6 (inplace),56,hit
880133238378840,2418712,add,54,hit
