[0] Conv2d,879859339242402,1,0,2
[1] BatchNorm2d,879859341234402,0,0,0
[2] Conv2d,879859342586402,10,0,10
[3] BatchNorm2d,879859346230402,0,0,0
[4] ReLU6 (inplace),879859346854402,0,0,0
[5] add,879859347330402,0,0,0
