[0] Conv2d,879914112883172,1,0,2
[1] BatchNorm2d,879914114849172,0,0,0
[2] Conv2d,879914116221172,10,0,13
[3] BatchNorm2d,879914119867172,0,0,0
[4] ReLU6 (inplace),879914120483172,0,0,0
[5] add,879914120891172,0,0,0
