[0] Conv2d,880078449813686,1,0,2
[1] BatchNorm2d,880078451777686,0,0,0
[2] Conv2d,880078453147686,10,0,12
[3] BatchNorm2d,880078456785686,0,0,0
[4] ReLU6 (inplace),880078457421686,0,0,0
[5] add,880078457839686,0,0,0
