[0] Conv2d,879694852230076,1,0,2
[1] BatchNorm2d,879694854230076,0,0,0
[2] Conv2d,879694855600076,10,0,10
[3] BatchNorm2d,879694859268076,0,0,0
[4] ReLU6 (inplace),879694859880076,0,0,0
[5] add,879694860270076,0,0,0
