[0] Conv2d,880133230260840,1,0,2
[1] BatchNorm2d,880133232360840,0,0,0
[2] Conv2d,880133233746840,10,0,10
[3] BatchNorm2d,880133237322840,0,0,0
[4] ReLU6 (inplace),880133237938840,0,0,0
[5] add,880133238378840,0,0,0
