[0] Conv2d,879749685125656,1,0,1
[1] BatchNorm2d,879749687073656,0,0,1
[2] Conv2d,879749688427656,10,0,11
[3] BatchNorm2d,879749692031656,0,0,0
[4] ReLU6 (inplace),879749692693656,0,0,0
[5] add,879749693113656,0,0,0
